Row #          ,Plant Position ,Genotype ,Gender,Randomized Sampling #,Notes,,,,,,,,,,,,,,,,,,,,,,
1,1,N,m,0.927316369,,,,,,,,,,,,,,,,,,,,,,,
1,2,B,m,0.933991082,,,,,,,,,,,,,,,,,,,,,,,
1,3,L,f,0.003360031,,,,,,,,,,,,,,,,,,,,,,,
1,4,Q,f,0.821031091,,,,,,,,,,,,,,,,,,,,,,,
1,5,J,m,0.122152613,,,,,,,,,,,,,,,,,,,,,,,
1,6,T,m,0.001389771,,,,,,,,,,,,,,,,,,,,,,,
1,7,O,m,0.448567913,,,,,,,,,,,,,,,,,,,,,,,
1,8,V,f,0.2368955,,,,,,,,,,,,,,,,,,,,,,,
1,9,*,f,0.342369524,,,,,,,,,,,,,,,,,,,,,,,
1,10,S,m,0.75089966,,,,,,,,,,,,,,,,,,,,,,,
1,11,H,f,0.088822866,,,,,,,,,,,,,,,,,,,,,,,
1,12,V,f,0.658178591,,,,,,,,,,,,,,,,,,,,,,,
1,13,R,f,0.102170151,,,,,,,,,,,,,,,,,,,,,,,
1,14,Y,m,0.721456401,,,,,,,,,,,,,,,,,,,,,,,
1,15,U,f,0.192471155,,,,,,,,,,,,,,,,,,,,,,,
1,16,H,f,0.927963546
1,17,V,f,0.217406116
1,18,F,f,0.964738002
1,19,R,f,0.977833491
1,20,D,m,0.579692522
1,21,P,m,0.188089178
1,22,A,f,0.793018092
1,23,S,m,0.233647388
1,24,V,f,0.166628541
1,25,B,m,0.377415887
1,26,Y,m,0.437815935
1,27,Q,f,0.549623074
1,28,Z,m,0.515891914
1,29,S,m,0.552749004
1,30,X,f,0.484348524
1,31,*,f,0.038457352
1,32,N,m,0.693041321
1,33,O,m,0.407837866
1,34,W,m,0.598081208
1,35,E,m,0.726438199
1,36,X,f,0.499148245
1,37,M,f,0.977723842
1,38,K,m,0.648021771
1,39,U,f,0.24653068
1,40,W,m,0.886528556
1,41,J,m,0.714812213
1,42,D,m,0.069699767
1,43,J,m,0.114798665
1,44,M,f,0.901454825
1,45,W,m,0.453958255
2,46,H,f,0.49589937
2,47,O,m,0.546685702
2,48,B,m,0.825848949
2,49,C,f,0.970208951
2,50,A,f,0.672223165
2,51,F,f,0.699594384
2,52,D,m,0.797623796
2,53,J,m,0.392494541
2,54,H,f,0.577014376
2,55,Z,m,0.582991952
2,56,*,f,0.633780777
2,57,W,m,0.819472168
2,58,K,m,0.648616678
2,59,G,f,0.783863704
2,60,Y,m,0.121439261
2,61,L,f,0.89062686
2,62,P,m,0.558466678
2,63,Q,f,0.054852696
2,64,S,m,0.851408424
2,65,B,m,0.349291582
2,66,K,m,0.976992967
2,67,R,f,0.67327783
2,68,Y,m,0.80465617
2,69,N,m,0.099739465
2,70,*,f,0.54812395
2,71,Z,m,0.031727302
2,72,E,m,0.402965499
2,73,P,m,0.3240139
2,74,N,m,0.344177989
2,75,J,m,0.013479645
2,76,C,f,0.802301149
2,77,T,m,0.063565821
2,78,R,f,0.869588987
2,79,G,f,0.846187106
2,80,C,f,0.761763191
2,81,Q,f,0.412437154
2,82,B,m,0.917958788
2,83,Y,m,0.823991553
2,84,Z,m,0.6799815
2,85,B,m,0.670254083
2,86,Z,m,0.533405214
2,87,*,f,0.236230279
2,88,H,f,0.862043571
